Record_ID,Customer_ID,State,Plan_Type,Usage_Date,Time_Block,Cleaned_Usage_kWh,Applied_Rate_kWh,Supply_Charge
REC-020123,CUST-00361,VIC,"EV Premium",2026-02-06,Peak,15.234074353529596,0.45,1.5
REC-020124,CUST-02472,TAS,"Solar Saver",2026-03-21,Off-Peak,10.98433189916616,0.18,1.3
REC-020131,CUST-01856,NSW,"Standard Variable",2026-02-14,Peak,25.762583726015762,0.32,1.15
REC-020133,CUST-00493,NSW,"Standard Variable",2026-02-24,Off-Peak,13.883433209155376,0.22,1.15
REC-020134,CUST-01830,NSW,"Standard Variable",2026-03-11,Off-Peak,20.148700258267944,0.22,1.15
REC-020136,CUST-00471,NSW,"Solar Saver",2026-02-28,Shoulder,9.867700736072617,0.28,NULL
REC-020137,CUST-01381,NSW,"Solar Saver",2026-03-23,Peak,7.46847026789739,0.38,1.3
REC-020139,CUST-02633,NSW,"Standard Variable",2026-02-25,Peak,17.50100111691739,0.32,1.15
REC-020140,CUST-03331,QLD,"Standard Variable",2026-02-24,Peak,21.112083693752794,0.32,1.15
REC-020142,CUST-03294,VIC,"Standard Variable",2026-03-25,Peak,8.7531187064776,0.32,1.15
REC-020143,CUST-01040,VIC,"EV Premium",2026-03-19,Off-Peak,14.729873535269794,0.12,1.5
REC-020145,CUST-02766,SA,"Solar Saver",2026-02-11,Off-Peak,10.12752128799735,0.18,1.3
REC-020146,CUST-00612,WA,"EV Premium",2026-03-09,Off-Peak,15,0.12,1.5
REC-020153,CUST-03115,NSW,"Solar Saver",2026-03-23,Peak,19.04041370942145,0.38,1.3
REC-020154,CUST-01591,QLD,"Solar Saver",2026-03-30,Peak,18.385549412010494,0.38,1.3
REC-020156,CUST-02369,VIC,"Standard Variable",2026-02-05,Off-Peak,18.934711799386676,0.22,1.15
REC-020159,CUST-01851,NSW,"Standard Variable",2026-01-02,Off-Peak,14.460868976964125,0.22,1.15
REC-020161,CUST-00445,WA,"Standard Variable",2026-02-23,Peak,19.011060600951495,0.32,1.15
REC-020162,CUST-01855,SA,"Solar Saver",2026-01-13,Peak,8.959002206776432,0.38,1.3
REC-020163,CUST-01690,QLD,"Solar Saver",2026-01-10,Off-Peak,19.71903934051764,0.18,1.3
REC-020164,CUST-00717,WA,"Standard Variable",2026-03-09,Shoulder,5.9294061041773,0.27,NULL
REC-020170,CUST-02596,QLD,"Standard Variable",2026-03-15,Off-Peak,18.394582604914973,0.22,1.15
REC-020174,CUST-02619,WA,"Standard Variable",2026-01-03,Peak,10.620338946548387,0.32,1.15
REC-020175,CUST-03552,NSW,"Solar Saver",2026-01-12,Peak,9.945971277814746,0.38,1.3
REC-020177,CUST-00120,VIC,"EV Premium",2026-01-26,Shoulder,16.379299281033752,0.28500000000000003,NULL
REC-020180,CUST-00875,NSW,"Green Gas Hybrid",2026-01-22,Peak,18.145203277637076,NULL,NULL
REC-020181,CUST-02995,NSW,"Standard Variable",2026-02-06,Shoulder,13.65256577576554,0.27,NULL
REC-020183,CUST-03652,VIC,"Standard Variable",2026-01-29,Shoulder,12.703636500385937,0.27,NULL
REC-020185,CUST-01321,NSW,"Solar Saver",2026-02-06,Off-Peak,11.15179636849054,0.18,1.3
REC-020189,CUST-02676,NSW,"EV Premium",2026-03-28,Off-Peak,3.6871894033733614,0.12,1.5
REC-020190,CUST-02662,WA,"Solar Saver",2026-03-30,Off-Peak,15.195075997805818,0.18,1.3
REC-020194,CUST-00275,VIC,"Green Gas Hybrid",2026-02-16,Off-Peak,9.011587518782447,NULL,NULL
REC-020195,CUST-03137,QLD,"Green Gas Hybrid",2026-01-13,Shoulder,20.363492863361724,NULL,NULL
REC-020196,CUST-00069,NSW,"Solar Saver",2026-02-12,Off-Peak,6.0536280285000075,0.18,1.3
REC-020197,CUST-02775,VIC,"Solar Saver",2026-03-27,Off-Peak,9.470966135935727,0.18,1.3
REC-020199,CUST-02195,NSW,"Standard Variable",2026-03-28,Off-Peak,11.321851455506952,0.22,1.15
REC-020202,CUST-03408,NT,"EV Premium",2026-01-21,Peak,14.095028599892473,0.45,1.5
REC-020206,CUST-01185,NSW,"Solar Saver",2026-03-14,Off-Peak,20.393218929115704,0.18,1.3
REC-020207,CUST-00230,QLD,"Standard Variable",2026-01-25,Off-Peak,15.042486748231523,0.22,1.15
REC-020218,CUST-01955,NT,"EV Premium",2026-03-10,Off-Peak,15.775644816585702,0.12,1.5
REC-020219,CUST-01057,QLD,"Solar Saver",2026-01-31,Off-Peak,15.364172477292056,0.18,1.3
REC-020220,CUST-02641,NSW,"Solar Saver",2026-01-11,Shoulder,21.579987135678884,0.28,NULL
REC-020221,CUST-02915,NSW,"EV Premium",2026-03-15,Peak,17.82657725799481,0.45,1.5
REC-020222,CUST-03532,WA,"Solar Saver",2026-01-12,Peak,22.75374450889081,0.38,1.3
REC-020223,CUST-00514,WA,"Solar Saver",2026-03-12,Shoulder,10.360897427294665,0.28,NULL
REC-020226,CUST-00533,NT,"Green Gas Hybrid",2026-01-16,Shoulder,23.2933518585757,NULL,NULL
REC-020228,CUST-02912,NSW,"Green Gas Hybrid",2026-01-28,Off-Peak,17.58856116058348,NULL,NULL
REC-020229,CUST-03269,QLD,"Green Gas Hybrid",2026-02-13,Off-Peak,14.286809158115462,NULL,NULL
REC-020230,CUST-01278,ACT,"Solar Saver",2026-03-23,Shoulder,16.432869375083776,0.28,NULL
REC-020238,CUST-02157,NSW,"Standard Variable",2026-03-15,Shoulder,19.78868689094721,0.27,NULL
REC-020242,CUST-02050,NSW,"Standard Variable",2026-03-05,Peak,6.807436536125168,0.32,1.15
REC-020243,CUST-02814,NSW,"Standard Variable",2026-01-01,Peak,11.012799866441075,0.32,1.15
REC-020247,CUST-01977,NSW,"Solar Saver",2026-01-14,Off-Peak,4.819305920721428,0.18,1.3
REC-020249,CUST-03014,VIC,"Standard Variable",2026-02-05,Shoulder,10.848981024187767,0.27,NULL
REC-020253,CUST-02370,QLD,"EV Premium",2026-01-07,Off-Peak,21.6037454042543,0.12,1.5
REC-020254,CUST-00207,NSW,"EV Premium",2026-02-27,Shoulder,13.857719453426139,0.28500000000000003,NULL
REC-020258,CUST-01023,SA,"Green Gas Hybrid",2026-03-17,Shoulder,20.52722466145987,NULL,NULL
REC-020260,CUST-02525,WA,"Standard Variable",2026-01-01,Peak,19.468466330219456,0.32,1.15
REC-020267,CUST-01842,VIC,"Solar Saver",2026-02-09,Off-Peak,19.177376169427767,0.18,1.3
REC-020277,CUST-02843,SA,"Solar Saver",2026-02-02,Peak,22.429104724855218,0.38,1.3
REC-020282,CUST-00225,NSW,"Standard Variable",2026-02-01,Peak,22.6529224756881,0.32,1.15
REC-020288,CUST-02656,VIC,"Standard Variable",2026-02-16,Peak,15.111735619070462,0.32,1.15
REC-020290,CUST-02978,NSW,"Standard Variable",2026-03-20,Off-Peak,18.207730217543318,0.22,1.15
REC-020292,CUST-02513,VIC,"Standard Variable",2026-01-31,Off-Peak,14.273825883371101,0.22,1.15
REC-020293,CUST-00993,NSW,"EV Premium",2026-03-03,Off-Peak,21.04989288258449,0.12,1.5
REC-020297,CUST-02026,NSW,"Standard Variable",2026-02-05,Off-Peak,14.72706325532358,0.22,1.15
REC-020298,CUST-01775,WA,"Green Gas Hybrid",2026-02-21,Off-Peak,9.874778178940428,NULL,NULL
REC-020300,CUST-03257,QLD,"Standard Variable",2026-01-15,Shoulder,19.738186141367574,0.27,NULL
REC-020301,CUST-02183,NSW,"Solar Saver",2026-01-01,Off-Peak,26.023442846318453,0.18,1.3
REC-020306,CUST-00694,NSW,"Standard Variable",2026-03-01,Peak,21.370203092092577,0.32,1.15
REC-020310,CUST-02947,VIC,"Solar Saver",2026-02-14,Peak,18.76514919156455,0.38,1.3
REC-020311,CUST-01024,TAS,"Solar Saver",2026-01-27,Shoulder,14.087499196564481,0.28,NULL
REC-020314,CUST-00772,WA,"Solar Saver",2026-03-28,Off-Peak,18.22244182953481,0.18,1.3
REC-020319,CUST-03804,ACT,"Solar Saver",2026-02-26,Peak,18.100887082370697,0.38,1.3
REC-020320,CUST-01878,VIC,"Solar Saver",2026-01-19,Off-Peak,13.392195009765734,0.18,1.3
REC-020321,CUST-01194,QLD,"Solar Saver",2026-01-17,Off-Peak,9.203851154492801,0.18,1.3
REC-020323,CUST-01616,QLD,"EV Premium",2026-02-08,Shoulder,12.373344661771926,0.28500000000000003,NULL
REC-020324,CUST-02467,VIC,"Standard Variable",2026-03-14,Shoulder,16.544517226780933,0.27,NULL
REC-020325,CUST-03188,VIC,"Green Gas Hybrid",2026-02-23,Peak,7.789331686585066,NULL,NULL
REC-020327,CUST-01999,NSW,"Green Gas Hybrid",2026-01-06,Peak,12.514553549633185,NULL,NULL
REC-020330,CUST-02509,WA,"Standard Variable",2026-01-18,Peak,7.548429465720262,0.32,1.15
REC-020331,CUST-01003,WA,"Solar Saver",2026-03-27,Shoulder,20.63567247817652,0.28,NULL
REC-020332,CUST-00149,NSW,"EV Premium",2026-02-27,Peak,15.431667952309432,0.45,1.5
REC-020333,CUST-01902,NSW,"Green Gas Hybrid",2026-02-24,Off-Peak,14.430797707505992,NULL,NULL
REC-020335,CUST-01741,WA,"Standard Variable",2026-01-21,Off-Peak,22.347146944704516,0.22,1.15
REC-020338,CUST-03024,VIC,"Solar Saver",2026-01-30,Peak,12.346918608633207,0.38,1.3
REC-020344,CUST-00701,VIC,"Standard Variable",2026-01-06,Shoulder,5.230470299054447,0.27,NULL
REC-020350,CUST-00581,VIC,"Solar Saver",2026-03-29,Peak,8.240363436680191,0.38,1.3
REC-020353,CUST-01270,NSW,"Standard Variable",2026-01-31,Peak,19.39316788315379,0.32,1.15
REC-020360,CUST-01486,VIC,"Solar Saver",2026-02-03,Peak,18.627768538435877,0.38,1.3
REC-020362,CUST-03363,QLD,"Standard Variable",2026-03-11,Off-Peak,17.162997141715532,0.22,1.15
REC-020363,CUST-01296,NSW,"Standard Variable",2026-03-17,Peak,13.535383736244167,0.32,1.15
REC-020364,CUST-02192,SA,"Standard Variable",2026-02-23,Peak,8.29328287371456,0.32,1.15
REC-020370,CUST-03046,QLD,"Solar Saver",2026-02-18,Shoulder,9.863537448376395,0.28,NULL
REC-020376,CUST-00511,QLD,"Standard Variable",2026-01-18,Off-Peak,26.776559911880042,0.22,1.15
REC-020377,CUST-02369,VIC,"Standard Variable",2026-02-06,Peak,18.606081871643177,0.32,1.15
REC-020378,CUST-01500,WA,"Green Gas Hybrid",2026-01-24,Shoulder,16.023127155476192,NULL,NULL
REC-020382,CUST-00856,NSW,"Solar Saver",2026-01-30,Peak,14.37239933561122,0.38,1.3
REC-020383,CUST-01951,NSW,"Green Gas Hybrid",2026-01-04,Off-Peak,17.76915402285749,NULL,NULL
REC-020385,CUST-03317,VIC,"Standard Variable",2026-03-08,Off-Peak,17.487520863173987,0.22,1.15
REC-020387,CUST-00362,QLD,"EV Premium",2026-01-07,Off-Peak,13.6145011194968,0.12,1.5
REC-020392,CUST-03334,NSW,"EV Premium",2026-03-08,Shoulder,20.957860432284946,0.28500000000000003,NULL
REC-020395,CUST-02597,NSW,"Solar Saver",2026-02-04,Peak,13.92662693449065,0.38,1.3
REC-020404,CUST-02847,WA,"Green Gas Hybrid",2026-02-11,Peak,17.72598281250789,NULL,NULL
REC-020405,CUST-01696,NSW,"Standard Variable",2026-02-02,Off-Peak,18.086641754107124,0.22,1.15
REC-020408,CUST-00499,TAS,"Standard Variable",2026-01-18,Off-Peak,14.95251278165132,0.22,1.15
REC-020414,CUST-00659,QLD,"Solar Saver",2026-02-14,Off-Peak,15.794348412285977,0.18,1.3
REC-020418,CUST-01700,VIC,"Standard Variable",2026-01-20,Peak,12.362637335759338,0.32,1.15
REC-020419,CUST-00224,VIC,"Standard Variable",2026-02-25,Shoulder,18.451986824339837,0.27,NULL
REC-020420,CUST-01760,VIC,"Solar Saver",2026-01-24,Peak,18.992510735643418,0.38,1.3
REC-020421,CUST-03816,QLD,"Standard Variable",2026-03-01,Off-Peak,15.441471764462074,0.22,1.15
REC-020422,CUST-00054,SA,"Solar Saver",2026-02-09,Off-Peak,9.247031430873218,0.18,1.3
REC-020424,CUST-00700,VIC,"Standard Variable",2026-01-16,Peak,10.002423888699527,0.32,1.15
REC-020426,CUST-00586,NSW,"Standard Variable",2026-03-09,Off-Peak,14.161271003591098,0.22,1.15
REC-020427,CUST-03372,QLD,"Standard Variable",2026-03-08,Shoulder,8.114505653038687,0.27,NULL
REC-020429,CUST-01452,QLD,"Solar Saver",2026-03-04,Peak,19.40528833644895,0.38,1.3
REC-020430,CUST-00311,VIC,"Green Gas Hybrid",2026-02-07,Peak,13.736081207163942,NULL,NULL
REC-020431,CUST-02506,NSW,"Green Gas Hybrid",2026-03-06,Off-Peak,12.36140046372257,NULL,NULL
REC-020432,CUST-01123,WA,"Standard Variable",2026-01-12,Peak,10.766159126440183,0.32,1.15
REC-020433,CUST-00342,VIC,"Solar Saver",2026-03-24,Off-Peak,23.298121622952028,0.18,1.3
REC-020442,CUST-01583,QLD,"EV Premium",2026-02-18,Peak,15.193626879839519,0.45,1.5
REC-020446,CUST-01169,NSW,"Solar Saver",2026-01-07,Shoulder,18.90709520500758,0.28,NULL
REC-020449,CUST-01067,NSW,"Standard Variable",2026-01-23,Off-Peak,21.9309542992875,0.22,1.15
REC-020450,CUST-00972,SA,"Green Gas Hybrid",2026-03-18,Peak,14.816795678567026,NULL,NULL
REC-020456,CUST-01267,VIC,"Solar Saver",2026-02-14,Peak,15.892970618548937,0.38,1.3
REC-020457,CUST-00210,NSW,"Solar Saver",2026-03-20,Shoulder,16.629248290399584,0.28,NULL
REC-020463,CUST-03521,NSW,"Solar Saver",2026-01-28,Off-Peak,2.7317656802086976,0.18,1.3
REC-020465,CUST-03450,NSW,"Standard Variable",2026-02-07,Shoulder,20.503527313312627,0.27,NULL
REC-020466,CUST-02132,NSW,"Standard Variable",2026-01-14,Peak,8.182937085711142,0.32,1.15
REC-020469,CUST-01696,NSW,"Standard Variable",2026-02-25,Peak,6.097857167749128,0.32,1.15
REC-020470,CUST-01510,QLD,"Standard Variable",2026-01-01,Shoulder,14.755506848206634,0.27,NULL
REC-020476,CUST-01229,ACT,"Standard Variable",2026-02-02,Off-Peak,19.10156653024236,0.22,1.15
REC-020479,CUST-03419,NSW,"EV Premium",2026-03-11,Peak,18.598822155664937,0.45,1.5
REC-020480,CUST-02449,NSW,"Solar Saver",2026-03-25,Peak,16.164625985094602,0.38,1.3
REC-020483,CUST-03884,NSW,"Standard Variable",2026-01-11,Off-Peak,13.924666509857857,0.22,1.15
REC-020485,CUST-01008,WA,"EV Premium",2026-02-24,Off-Peak,8.844811332557667,0.12,1.5
REC-020493,CUST-01394,VIC,"Solar Saver",2026-01-02,Peak,19.14681663718988,0.38,1.3
REC-020495,CUST-03474,QLD,"Standard Variable",2026-03-11,Shoulder,25.740110748936097,0.27,NULL
REC-020497,CUST-00796,WA,"Standard Variable",2026-01-15,Shoulder,22.628736337975262,0.27,NULL
REC-020498,CUST-01204,VIC,"EV Premium",2026-03-19,Shoulder,24.30561153068946,0.28500000000000003,NULL
REC-020499,CUST-03344,NSW,"Solar Saver",2026-01-11,Peak,11.757638977777177,0.38,1.3
REC-020502,CUST-03373,NSW,"Standard Variable",2026-03-06,Off-Peak,26.945248214061017,0.22,1.15
REC-020503,CUST-00421,WA,"Standard Variable",2026-02-10,Off-Peak,6.907380131092612,0.22,1.15
REC-020504,CUST-02258,VIC,"Solar Saver",2026-01-29,Peak,10.850298914053763,0.38,1.3
REC-020506,CUST-00062,NSW,"Standard Variable",2026-01-27,Peak,9.095893302654481,0.32,1.15
REC-020509,CUST-03179,WA,"Standard Variable",2026-03-12,Peak,16.549903174983474,0.32,1.15
REC-020510,CUST-01547,WA,"Solar Saver",2026-03-01,Peak,22.39832898168241,0.38,1.3
REC-020519,CUST-01411,NSW,"Standard Variable",2026-03-19,Peak,15.178489627167794,0.32,1.15
REC-020524,CUST-00211,VIC,"Green Gas Hybrid",2026-01-27,Off-Peak,14.077822818550331,NULL,NULL
REC-020526,CUST-01455,NSW,"Green Gas Hybrid",2026-01-26,Shoulder,10.44674446329784,NULL,NULL
REC-020529,CUST-00441,NSW,"Solar Saver",2026-01-14,Peak,16.224177327415383,0.38,1.3
REC-020535,CUST-00668,NSW,"Standard Variable",2026-03-19,Peak,10.83912702851153,0.32,1.15
REC-020538,CUST-03623,NSW,"EV Premium",2026-02-06,Off-Peak,3.428924248486032,0.12,1.5
REC-020540,CUST-02511,NSW,"Standard Variable",2026-01-23,Off-Peak,7.680570857409771,0.22,1.15
REC-020542,CUST-01394,VIC,"Solar Saver",2026-03-27,Off-Peak,13.202349086203222,0.18,1.3
REC-020546,CUST-01556,NSW,"Solar Saver",2026-01-14,Peak,15.813489065204637,0.38,1.3
REC-020550,CUST-03390,QLD,"Standard Variable",2026-02-28,Shoulder,20.634677295549615,0.27,NULL
REC-020551,CUST-01895,VIC,"Standard Variable",2026-03-22,Peak,14.20419750056993,0.32,1.15
REC-020556,CUST-00972,SA,"Green Gas Hybrid",2026-01-10,Shoulder,13.599897978897442,NULL,NULL
REC-020559,CUST-03848,VIC,"Solar Saver",2026-02-05,Peak,8.176930083435213,0.38,1.3
REC-020560,CUST-00437,NSW,"Standard Variable",2026-02-04,Shoulder,19.99508491074064,0.27,NULL
REC-020561,CUST-03288,WA,"Solar Saver",2026-03-21,Peak,15.273455605941125,0.38,1.3
REC-020562,CUST-01585,ACT,"Solar Saver",2026-03-22,Peak,15.391934773091556,0.38,1.3
REC-020565,CUST-01596,QLD,"EV Premium",2026-03-27,Off-Peak,12.97250222495639,0.12,1.5
REC-020566,CUST-03191,NSW,"EV Premium",2026-03-09,Off-Peak,15.519230872314475,0.12,1.5
REC-020568,CUST-01343,WA,"Standard Variable",2026-01-27,Peak,8.75483860923023,0.32,1.15
REC-020576,CUST-03152,NSW,"Standard Variable",2026-01-11,Shoulder,11.370726245251607,0.27,NULL
REC-020584,CUST-01036,QLD,"Green Gas Hybrid",2026-01-15,Peak,13.909739063766391,NULL,NULL
REC-020588,CUST-01150,WA,"EV Premium",2026-03-12,Shoulder,15.436580108958719,0.28500000000000003,NULL
REC-020593,CUST-03656,NSW,"Green Gas Hybrid",2026-02-17,Shoulder,8.839911204681385,NULL,NULL
REC-020595,CUST-00786,SA,"Standard Variable",2026-01-27,Off-Peak,17.323119536970474,0.22,1.15
REC-020597,CUST-02603,QLD,"Solar Saver",2026-02-10,Off-Peak,15.412101059082627,0.18,1.3
REC-020600,CUST-01359,NSW,"EV Premium",2026-01-15,Off-Peak,17.906590712654296,0.12,1.5
REC-020602,CUST-00213,QLD,"Standard Variable",2026-03-20,Peak,13.67547237736388,0.32,1.15
REC-020606,CUST-02945,QLD,"Standard Variable",2026-01-25,Off-Peak,16.354742898317884,0.22,1.15
REC-020610,CUST-02254,WA,"Solar Saver",2026-02-01,Peak,17.85685420063682,0.38,1.3
REC-020611,CUST-03740,QLD,"EV Premium",2026-03-04,Shoulder,12.118977114537067,0.28500000000000003,NULL
REC-020620,CUST-02704,NSW,"EV Premium",2026-02-09,Off-Peak,12.118541276642006,0.12,1.5
REC-020622,CUST-00085,VIC,"Standard Variable",2026-01-06,Off-Peak,18.006670064850137,0.22,1.15
REC-020626,CUST-03115,NSW,"Solar Saver",2026-03-27,Off-Peak,19.307781189581426,0.18,1.3
REC-020628,CUST-03673,QLD,"Standard Variable",2026-03-03,Off-Peak,13.146927092934302,0.22,1.15
REC-020630,CUST-01374,VIC,"Solar Saver",2026-01-09,Shoulder,18.475510074058572,0.28,NULL
REC-020636,CUST-02653,VIC,"Standard Variable",2026-03-18,Off-Peak,10.831692941068745,0.22,1.15
REC-020637,CUST-02091,QLD,"Standard Variable",2026-03-15,Shoulder,15.82147679856415,0.27,NULL
REC-020638,CUST-00297,QLD,"EV Premium",2026-01-30,Shoulder,14.063308384548263,0.28500000000000003,NULL
REC-020639,CUST-01131,QLD,"EV Premium",2026-03-11,Peak,10.01152620242128,0.45,1.5
REC-020640,CUST-02985,VIC,"Standard Variable",2026-01-29,Off-Peak,12.891116525139852,0.22,1.15
REC-020652,CUST-02485,VIC,"EV Premium",2026-02-07,Off-Peak,9.767275816501233,0.12,1.5
REC-020656,CUST-00571,VIC,"Solar Saver",2026-02-28,Peak,13.091177529243529,0.38,1.3
REC-020657,CUST-01315,VIC,"Green Gas Hybrid",2026-02-13,Off-Peak,14.487191409740843,NULL,NULL
REC-020665,CUST-00326,QLD,"Standard Variable",2026-02-10,Peak,13.159550732827537,0.32,1.15
REC-020669,CUST-03236,NSW,"Green Gas Hybrid",2026-03-19,Off-Peak,19.771242627624797,NULL,NULL
REC-020676,CUST-01588,VIC,"Standard Variable",2026-03-01,Off-Peak,20.74222985119946,0.22,1.15
REC-020677,CUST-00453,VIC,"EV Premium",2026-01-15,Peak,20.076876643783468,0.45,1.5
REC-020679,CUST-01113,NSW,"Standard Variable",2026-03-01,Off-Peak,15.567004320246555,0.22,1.15
REC-020680,CUST-01075,ACT,"Standard Variable",2026-03-07,Shoulder,15.715764585816673,0.27,NULL
REC-020681,CUST-03525,NSW,"Solar Saver",2026-02-08,Peak,17.74342798322194,0.38,1.3
REC-020684,CUST-03319,WA,"EV Premium",2026-01-13,Off-Peak,18.154874167219788,0.12,1.5
REC-020685,CUST-02934,VIC,"Standard Variable",2026-01-21,Off-Peak,12.32355618809627,0.22,1.15
REC-020687,CUST-03795,NSW,"EV Premium",2026-03-20,Off-Peak,8.115818410842845,0.12,1.5
REC-020688,CUST-02444,WA,"Standard Variable",2026-01-22,Peak,14.2356844549477,0.32,1.15
REC-020690,CUST-02513,VIC,"Standard Variable",2026-03-13,Shoulder,16.396961044017598,0.27,NULL
REC-020694,CUST-01897,QLD,"Standard Variable",2026-01-01,Peak,18.072868025629674,0.32,1.15
REC-020697,CUST-02295,NSW,"Standard Variable",2026-03-13,Shoulder,9.163956609566569,0.27,NULL
REC-020699,CUST-01356,WA,"Standard Variable",2026-02-02,Peak,17.241367472940734,0.32,1.15
REC-020701,CUST-01499,VIC,"Standard Variable",2026-01-10,Off-Peak,13.131014698034633,0.22,1.15
REC-020702,CUST-02890,WA,"EV Premium",2026-03-22,Shoulder,13.99402140837456,0.28500000000000003,NULL
REC-020704,CUST-00516,NSW,"Solar Saver",2026-01-25,Off-Peak,9.611091154649985,0.18,1.3
REC-020709,CUST-01672,WA,"Standard Variable",2026-01-03,Peak,15.632891453120802,0.32,1.15
REC-020710,CUST-02772,NSW,"Solar Saver",2026-03-22,Peak,3.5434887263298425,0.38,1.3
REC-020713,CUST-03043,NSW,"Green Gas Hybrid",2026-02-23,Shoulder,25.804082430439554,NULL,NULL
REC-020714,CUST-00694,NSW,"Standard Variable",2026-01-15,Peak,19.74170682806928,0.32,1.15
REC-020724,CUST-03746,NSW,"Standard Variable",2026-01-30,Peak,13.47209124876555,0.32,1.15
REC-020730,CUST-02950,SA,"Standard Variable",2026-01-13,Shoulder,16.72272966360294,0.27,NULL
REC-020735,CUST-01415,VIC,"Solar Saver",2026-02-03,Shoulder,17.2604547542379,0.28,NULL
REC-020743,CUST-02085,VIC,"Standard Variable",2026-03-24,Off-Peak,16.609913687519857,0.22,1.15
REC-020747,CUST-03198,WA,"Solar Saver",2026-02-05,Peak,21.842282964349515,0.38,1.3
REC-020751,CUST-01030,WA,"Standard Variable",2026-02-19,Off-Peak,20.428561806935686,0.22,1.15
REC-020752,CUST-00849,VIC,"Green Gas Hybrid",2026-03-04,Peak,20.640221337978275,NULL,NULL
REC-020753,CUST-02998,NSW,"EV Premium",2026-03-02,Off-Peak,21.132153550567946,0.12,1.5
REC-020757,CUST-01026,VIC,"Solar Saver",2026-03-22,Shoulder,14.36450872157436,0.28,NULL
REC-020760,CUST-01223,VIC,"EV Premium",2026-01-15,Peak,4.632245185526676,0.45,1.5
REC-020763,CUST-03511,VIC,"Solar Saver",2026-01-15,Off-Peak,16.12085749279804,0.18,1.3
REC-020764,CUST-03534,NSW,"Standard Variable",2026-03-22,Shoulder,22.97741672183878,0.27,NULL
REC-020765,CUST-03117,QLD,"Standard Variable",2026-01-24,Peak,22.024853111996087,0.32,1.15
REC-020768,CUST-00408,NSW,"Solar Saver",2026-03-04,Off-Peak,8.409605779641385,0.18,1.3
REC-020769,CUST-01109,QLD,"Standard Variable",2026-01-21,Shoulder,20.177780497803617,0.27,NULL
REC-020770,CUST-02904,VIC,"EV Premium",2026-01-25,Peak,16.885629147161367,0.45,1.5
REC-020772,CUST-01072,NSW,"Green Gas Hybrid",2026-01-03,Peak,12.524343601602453,NULL,NULL
REC-020773,CUST-03218,NSW,"Solar Saver",2026-02-15,Peak,18.121304392044074,0.38,1.3
REC-020777,CUST-03356,NSW,"EV Premium",2026-02-19,Off-Peak,18.73021899439029,0.12,1.5
REC-020781,CUST-00377,WA,"Standard Variable",2026-02-12,Peak,20.710189406749024,0.32,1.15
REC-020782,CUST-03452,QLD,"Solar Saver",2026-03-08,Off-Peak,15,0.18,1.3
REC-020784,CUST-01852,WA,"EV Premium",2026-03-06,Off-Peak,14.841331470562432,0.12,1.5
REC-020792,CUST-02352,SA,"EV Premium",2026-02-18,Shoulder,12.73595519015765,0.28500000000000003,NULL
REC-020793,CUST-03046,QLD,"Solar Saver",2026-01-22,Peak,21.10212650722131,0.38,1.3
REC-020796,CUST-01648,WA,"Solar Saver",2026-03-28,Off-Peak,12.408979508232244,0.18,1.3
REC-020797,CUST-02782,WA,"EV Premium",2026-03-06,Shoulder,14.774293081515296,0.28500000000000003,NULL
REC-020800,CUST-00002,SA,"Standard Variable",2026-01-19,Peak,19.53814852107982,0.32,1.15
REC-020804,CUST-02105,WA,"Standard Variable",2026-01-29,Peak,9.281567203266512,0.32,1.15
REC-020810,CUST-01821,NSW,"Green Gas Hybrid",2026-02-07,Off-Peak,19.64518447216271,NULL,NULL
REC-020811,CUST-02387,VIC,"EV Premium",2026-03-21,Peak,18.365176769049654,0.45,1.5
REC-020812,CUST-03443,NSW,"Green Gas Hybrid",2026-01-08,Peak,17.452406853847194,NULL,NULL
REC-020816,CUST-00376,VIC,"Solar Saver",2026-02-09,Off-Peak,16.5644729446821,0.18,1.3
REC-020822,CUST-00183,SA,"Standard Variable",2026-03-13,Peak,21.03923863938632,0.32,1.15
REC-020826,CUST-03300,WA,"Standard Variable",2026-01-03,Shoulder,5.382235179595977,0.27,NULL
REC-020827,CUST-02877,VIC,"Solar Saver",2026-01-19,Shoulder,17.595190248203426,0.28,NULL
REC-020829,CUST-02860,NSW,"Standard Variable",2026-02-13,Off-Peak,10.070715381160895,0.22,1.15
REC-020831,CUST-01823,QLD,"Solar Saver",2026-03-06,Off-Peak,9.358257830481323,0.18,1.3
REC-020832,CUST-02993,VIC,"Standard Variable",2026-01-20,Off-Peak,9.551530501981729,0.22,1.15
REC-020835,CUST-01089,NT,"Solar Saver",2026-03-31,Off-Peak,21.921162710906685,0.18,1.3
REC-020836,CUST-01493,NSW,"Solar Saver",2026-03-04,Shoulder,17.98335916754629,0.28,NULL
REC-020838,CUST-01354,QLD,"Solar Saver",2026-02-07,Off-Peak,25.867322296338735,0.18,1.3
REC-020839,CUST-02057,VIC,"EV Premium",2026-02-08,Off-Peak,13.436119553579926,0.12,1.5
REC-020840,CUST-01428,SA,"Solar Saver",2026-03-12,Peak,21.247932605503138,0.38,1.3
REC-020841,CUST-00643,NSW,"Solar Saver",2026-01-05,Peak,3.056130471133079,0.38,1.3
REC-020846,CUST-00914,VIC,"EV Premium",2026-02-16,Off-Peak,13.837713518049583,0.12,1.5
REC-020847,CUST-03870,NSW,"Solar Saver",2026-02-02,Shoulder,5.416616777550606,0.28,NULL
